"player_id","player_fullname","injury_location","injury_category","injury_timing","injury_type","effective_start_of_injury","effective_end_of_injury","season"
48706,Greg Gaines,Toe,Unknown,Game,Unknown,2022-01-21,2022-01-30,2021
46454,John Wolford,Unknown Illness,Infectious,Game,Unknown,2022-01-27,2022-01-30,2021
52575,Jackson Carman,Back,Unknown,Game,Unknown,2022-02-02,2022-05-01,2021
9633,Quandre Diggs,Knee,Unknown,Unknown,Unknown,2021-12-16,2022-01-21,2021
11439,Garrett Griffin,Knee,Unknown,Unknown,Unknown,2021-12-17,2022-01-21,2021
50326,Xavier Crawford,Brain,Nervous System,Unknown,Unknown,2021-12-17,2022-01-21,2021
6195,Kyle Rudolph,Ankle,Unknown,Unknown,Unknown,2021-12-17,2022-01-21,2021
10819,DeAndre Houston-Carson,Forearm,Unknown,Unknown,Unknown,2021-12-17,2022-01-21,2021
11047,J.D. McKissic,Neck,Unknown,Unknown,Unknown,2021-12-18,2022-01-21,2021
11858,Trey Hendrickson,Unknown Illness,Infectious,Game,Unknown,2022-02-02,2022-02-10,2021
50115,Wyatt Ray,Ankle,Unknown,Game,Unknown,2022-02-02,2022-02-10,2021
28022,Joe Burrow,Knee - MCL,Soft Tissue,Game,Sprain,2022-02-13,2022-03-31,2021
10346,Erik Harris,Chest,Unknown,Unknown,Unknown,2021-12-18,2022-01-21,2021
11439,Garrett Griffin,Hamstring,Soft Tissue,Practice,Unknown,2021-12-19,2022-01-21,2021
5646,Al Woods,Shoulder,Unknown,Unknown,Unknown,2021-12-20,2022-01-21,2021
50533,Amani Oruwariye,Thumb,Skeletal,Game,Fracture,2021-12-22,2022-01-21,2021
9538,Jamison Crowder,Calf,Soft Tissue,Unknown,Unknown,2021-12-22,2022-01-21,2021
9452,Cameron Erving,Calf,Soft Tissue,Unknown,Unknown,2021-12-22,2022-01-21,2021
9509,Chris Conley,Knee,Unknown,Unknown,Unknown,2021-12-22,2022-01-21,2021
48455,James Smith-Williams,Unknown Illness,Infectious,Unknown,Unknown,2021-12-22,2022-01-21,2021
48922,Daniel Wise,Knee,Unknown,Unknown,Unknown,2021-12-22,2022-01-21,2021
57133,Gary Brightwell,Neck,Unknown,Unknown,Unknown,2021-12-22,2022-01-21,2021
49023,Josh Woods,Neck,Unknown,Unknown,Unknown,2021-12-22,2022-01-21,2021
45547,Mason Cole,Elbow,Unknown,Unknown,Unknown,2021-12-22,2022-01-21,2021
9989,Jesse Davis,Knee,Unknown,Unknown,Unknown,2021-12-23,2022-01-21,2021
82118,Justin Fields,Ankle,Unknown,Unknown,Unknown,2021-12-23,2022-01-21,2021
8667,Teddy Bridgewater,Brain,Nervous System,Unknown,Concussion,2021-12-23,2022-01-21,2021
46918,Ike Boettger,Achillies,Soft Tissue,Game,Rupture,2021-12-26,2022-01-21,2021
45953,Josh Jacobs,Ribs,Unknown,Unknown,Unknown,2021-12-29,2022-01-21,2021
47468,Jakobi Meyers,Thigh,Unknown,Unknown,Unknown,2021-12-29,2022-01-21,2021
55592,Marco Wilson,Shoulder,Unknown,Unknown,Unknown,2021-12-29,2022-01-21,2021
11836,Fabian Moreau,Ribs,Unknown,Unknown,Unknown,2021-12-29,2022-01-21,2021
9483,Ronald Darby,Shoulder,Unknown,Unknown,Unknown,2021-12-29,2022-01-21,2021
5545,Kareem Jackson,Shoulder,Unknown,Unknown,Unknown,2021-12-29,2022-01-21,2021
7016,Stephon Gilmore,Groin,Soft Tissue,Unknown,Unknown,2021-12-29,2022-01-21,2021
10842,Kamu Grugier-Hill,Knee,Unknown,Unknown,Unknown,2021-12-29,2022-01-21,2021
48228,Tre'Quan Smith,Chest,Unknown,Unknown,Unknown,2021-12-29,2022-01-21,2021
6180,Mark Ingram II,Knee,Unknown,Unknown,Unknown,2021-12-30,2022-01-21,2021
9881,Troy Hill,Knee,Unknown,Unknown,Unknown,2021-12-30,2022-01-21,2021
51315,Sean Chandler,Groin,Soft Tissue,Unknown,Unknown,2021-12-30,2022-01-21,2021
42472,Cameron Dantzler,Calf,Soft Tissue,Unknown,Unknown,2021-12-30,2022-01-21,2021
51276,Drue Tranquill,Ankle,Unknown,Unknown,Unknown,2021-12-30,2022-01-21,2021
5529,Trent Williams,Ankle,Unknown,Unknown,Unknown,2022-01-21,2022-02-21,2021
45783,Nick Chubb,Chest,Unknown,Unknown,Unknown,2022-01-05,2022-01-21,2021
46048,Isaiah Wynn,Hip,Unknown,Unknown,Unknown,2022-01-05,2022-01-21,2021
37070,Jonah Jackson,Elbow,Unknown,Unknown,Unknown,2022-01-05,2022-01-21,2021
49560,Ashtyn Davis,Back,Unknown,Unknown,Unknown,2022-01-05,2022-01-21,2021
6166,Robert Quinn,Shoulder,Unknown,Unknown,Unknown,2022-01-05,2022-01-21,2021
60114,Sam Cosmi,Hip,Unknown,Unknown,Unknown,2022-01-05,2022-01-21,2021
8458,Cody Davis,Wrist,Unknown,Unknown,Unknown,2022-01-05,2022-01-21,2021
10820,Jakeem Grant Sr.,Ankle,Unknown,Unknown,Unknown,2022-01-05,2022-01-21,2021
46180,Will Hernandez,Ankle,Unknown,Unknown,Unknown,2022-01-05,2022-01-21,2021
25578,Darius Slayton,Shoulder,Unknown,Unknown,Unknown,2022-01-05,2022-01-21,2021
43254,Greedy Williams,Shoulder,Unknown,Unknown,Unknown,2022-01-05,2022-01-21,2021
29049,Michael Pittman Jr.,Ribs,Unknown,Unknown,Unknown,2022-01-05,2022-01-21,2021
46448,Tyler Huntley,Unknown Illness,Infectious,Unknown,Unknown,2022-01-05,2022-01-21,2021
56444,Yetur Gross-Matos,Unknown Illness,Infectious,Unknown,Unknown,2022-01-05,2022-01-21,2021
57337,Michael Carter,Brain,Nervous System,Unknown,Unknown,2022-01-05,2022-01-21,2021
59993,Wyatt Davis,Unknown Illness,Infectious,Unknown,Unknown,2022-01-05,2022-01-21,2021
60120,Dan Moore Jr.,Ankle,Unknown,Unknown,Unknown,2022-01-05,2022-01-21,2021
60994,Brock Wright,Groin,Soft Tissue,Unknown,Unknown,2022-01-05,2022-01-21,2021
11975,Ifeadi Odenigbo,Bicep,Soft Tissue,Unknown,Unknown,2022-01-05,2022-01-21,2021
7746,Greg Van Roten,Unknown Illness,Infectious,Unknown,Unknown,2022-01-05,2022-01-21,2021
8636,Jadeveon Clowney,Knee,Unknown,Unknown,Unknown,2022-01-05,2022-01-21,2021
8636,Jadeveon Clowney,Shoulder,Unknown,Unknown,Unknown,2022-01-05,2022-01-21,2021
10715,Austin Hooper,Hand,Unknown,Unknown,Unknown,2022-01-05,2022-01-21,2021
34001,Ronald Jones,Ankle,Unknown,Unknown,Unknown,2022-01-05,2022-01-21,2021
9830,Chris Reed,Unknown Illness,Infectious,Unknown,Unknown,2022-01-05,2022-01-21,2021
10749,De'Vondre Campbell,Elbow,Unknown,Unknown,Unknown,2022-01-05,2022-01-21,2021
10666,Emmanuel Ogbah,Quadricep,Soft Tissue,Unknown,Unknown,2022-01-05,2022-01-21,2021
10741,Chris Moore,Unknown Illness,Infectious,Unknown,Unknown,2022-01-06,2022-01-21,2021
8869,Shelby Harris,Unknown Illness,Infectious,Unknown,Unknown,2022-01-06,2022-01-21,2021
26940,D.J. Reed,Hip,Unknown,Unknown,Unknown,2022-01-06,2022-01-21,2021
66937,Dakoda Shepley,Unknown Illness,Infectious,Unknown,Unknown,2022-01-06,2022-01-21,2021
45851,Chase Edmonds,Toe,Unknown,Unknown,Unknown,2022-01-06,2022-01-21,2021
45851,Chase Edmonds,Ribs,Unknown,Unknown,Unknown,2022-01-06,2022-01-21,2021
50126,Lorenzo Carter,Unknown Illness,Infectious,Unknown,Unknown,2022-01-06,2022-01-21,2021
8716,Gabe Jackson,Unknown Illness,Infectious,Unknown,Unknown,2022-01-06,2022-01-21,2021
37070,Jonah Jackson,Knee,Unknown,Unknown,Unknown,2022-01-06,2022-01-21,2021
61568,Marquise Brown,Ankle,Unknown,Unknown,Unknown,2022-01-06,2022-01-21,2021
43883,Derrick Brown,Elbow,Unknown,Unknown,Unknown,2022-01-06,2022-01-21,2021
82261,Teair Tart,Ankle,Unknown,Unknown,Unknown,2022-01-06,2022-01-21,2021
27949,Joe Gaziano,Ankle,Unknown,Unknown,Unknown,2022-01-06,2022-01-21,2021
41795,Stone Forsythe,Unknown Illness,Infectious,Unknown,Unknown,2022-01-06,2022-01-21,2021
5579,Carlos Dunlap,Ankle,Unknown,Unknown,Unknown,2022-01-06,2022-01-21,2021
11813,Ethan Pocic,Unknown Illness,Infectious,Unknown,Unknown,2022-01-06,2022-01-21,2021
7050,Bobby Wagner,Knee,Unknown,Unknown,Unknown,2022-01-06,2022-01-21,2021
30762,Will Dissly,Heel,Unknown,Unknown,Unknown,2022-01-06,2022-01-21,2021
8796,Corey Linsley,Back,Unknown,Unknown,Unknown,2022-01-06,2022-01-21,2021
56503,Isaiah Buggs,Unknown Illness,Infectious,Unknown,Unknown,2022-01-07,2022-01-21,2021
40006,Devin Duvernay,Knee,Unknown,Unknown,Unknown,2022-01-07,2022-01-21,2021
40006,Devin Duvernay,Ankle,Unknown,Unknown,Unknown,2022-01-07,2022-01-21,2021
11872,Josh Reynolds,Thigh,Unknown,Unknown,Unknown,2022-01-07,2022-01-21,2021
6187,Andy Dalton,Groin,Soft Tissue,Unknown,Unknown,2022-01-07,2022-01-21,2021
38265,Will Grier,Knee,Unknown,Unknown,Unknown,2022-01-10,2022-01-21,2021
46848,Brett Toth,Knee,Unknown,Game,Unknown,2022-01-10,2022-01-21,2021
47058,Andre James,Foot,Unknown,Unknown,Unknown,2022-01-11,2022-01-21,2021
47043,Foster Moreau,Ankle,Unknown,Unknown,Unknown,2022-01-11,2022-01-21,2021
12093,Josh Tupou,Knee,Unknown,Unknown,Unknown,2022-01-11,2022-01-21,2021
6385,Lawrence Guy Sr.,Shoulder,Unknown,Unknown,Unknown,2022-01-11,2022-01-21,2021
46048,Isaiah Wynn,Ankle,Unknown,Unknown,Unknown,2022-01-11,2022-01-21,2021
48110,Stanley Morgan,Hamstring,Soft Tissue,Unknown,Unknown,2022-01-11,2022-01-21,2021
42208,Divine Deablo,Wrist,Unknown,Unknown,Unknown,2022-01-11,2022-01-21,2021
7830,Johnathan Hankins,Knee,Unknown,Unknown,Unknown,2022-01-11,2022-01-21,2021
50120,Josh Sweat,Unknown Illness,Infectious,Unknown,Unknown,2022-01-12,2022-01-21,2021
25891,Sean Murphy-Bunting,Hamstring,Soft Tissue,Unknown,Unknown,2022-01-12,2022-01-21,2021
12224,Arthur Maulet,Brain,Nervous System,Unknown,Unknown,2022-01-12,2022-01-21,2021
28844,Nate Herbig,Ankle,Unknown,Unknown,Unknown,2022-01-12,2022-01-21,2021
42266,Sean McKeon,Neck,Unknown,Unknown,Unknown,2022-01-12,2022-01-21,2021
45326,Jordan Fuller,Ankle,Unknown,Game,Unknown,2022-01-12,2022-01-21,2021
10651,Keanu Neal,Elbow,Unknown,Unknown,Unknown,2022-01-12,2022-01-21,2021
13014,Darrel Williams,Toe,Unknown,Unknown,Unknown,2022-01-12,2022-01-21,2021
9459,Breshad Perriman,Hip,Unknown,Unknown,Unknown,2022-01-12,2022-01-21,2021
10781,Quinton Jefferson,Foot,Unknown,Practice,Unknown,2022-01-13,2022-01-21,2021
48993,Kendal Vickers,Back,Unknown,Practice,Unknown,2022-01-13,2022-01-21,2021
11353,Antonio Hamilton Sr.,Mouth,Unknown,Practice,Unknown,2022-01-14,2022-01-21,2021
25859,Jonathan Ward,Knee,Unknown,Practice,Unknown,2022-01-14,2022-01-21,2021
56460,Patrick Johnson,Back,Unknown,Practice,Unknown,2022-01-14,2022-01-21,2021
11860,James Conner,Ribs,Unknown,Practice,Unknown,2022-01-14,2022-01-21,2021
7060,Lavonte David,Foot,Unknown,Unknown,Unknown,2022-01-15,2022-01-21,2021
47809,Marquez Valdes-Scantling,Back,Unknown,Unknown,Unknown,2022-01-18,2022-01-21,2021
49329,Rashad Fenton,Back,Unknown,Unknown,Unknown,2022-01-19,2022-01-21,2021
51282,Mike Edwards,Elbow,Unknown,Unknown,Unknown,2022-01-19,2022-01-21,2021
143811,Damon Lloyd,Unknown,Unknown,Unknown,Unknown,2021-08-25,2022-01-30,2021
40693,Rico Dowdle,Hip,Unknown,Unknown,Unknown,2021-08-25,2022-01-30,2021
45742,Xavier Jones,Achillies,Soft Tissue,Unknown,Unknown,2021-09-01,2022-01-30,2021
28991,Richie James,Knee,Unknown,Unknown,Unknown,2021-09-01,2022-01-30,2021
29614,Quintez Cephus,Collarbone,Skeletal,Game,Fracture,2021-10-12,2022-01-30,2021
61803,Caleb Farley,Unknown Illness,Infectious,Unknown,Unknown,2021-10-14,2022-01-30,2021
49190,Elijah Campbell,Toe,Unknown,Unknown,Unknown,2021-11-08,2022-01-30,2021
13701,Austin Seibert,Hip,Unknown,Unknown,Unknown,2021-11-10,2022-01-30,2021
49190,Elijah Campbell,Knee,Unknown,Unknown,Unknown,2021-11-24,2022-01-30,2021
27064,Jack Driscoll,Ankle,Soft Tissue,Game,Sprain,2021-11-30,2022-01-30,2021
27126,Tony Pollard,Foot,Unknown,Unknown,Unknown,2021-12-08,2022-01-30,2021
77803,Javonte Williams,Knee,Unknown,Unknown,Unknown,2021-12-16,2022-01-30,2021
58189,Buddy Johnson,Foot,Unknown,Unknown,Unknown,2021-12-17,2022-01-30,2021
62890,Rondale Moore,Ankle,Unknown,Unknown,Unknown,2021-12-21,2022-01-30,2021
11868,Rayshawn Jenkins,Ankle,Unknown,Unknown,Unknown,2021-12-21,2022-01-30,2021
11789,Cam Robinson,Neck,Unknown,Unknown,Unknown,2021-12-22,2022-01-30,2021
10658,William Jackson III,Calf,Soft Tissue,Unknown,Unknown,2021-12-22,2022-01-30,2021
57279,Clyde Edwards-Helaire,Shoulder,Unknown,Unknown,Unknown,2021-12-29,2022-01-30,2021
10635,Jared Goff,Knee,Unknown,Unknown,Unknown,2021-12-29,2022-01-30,2021
47358,Chris Myarick,Hip,Unknown,Unknown,Unknown,2021-12-30,2022-01-30,2021
42388,Noah Fant,Quadricep,Soft Tissue,Unknown,Unknown,2022-01-04,2022-01-30,2021
83964,Kyle Pitts,Hamstring,Soft Tissue,Unknown,Unknown,2022-01-05,2022-01-30,2021
31342,George Odum,Calf,Soft Tissue,Unknown,Unknown,2022-01-05,2022-01-30,2021
11784,David Njoku,Shoulder,Unknown,Unknown,Unknown,2022-01-05,2022-01-30,2021
46219,Patrick Mekari,Hand,Unknown,Unknown,Unknown,2022-01-05,2022-01-30,2021
45934,Qadree Ollison,Quadricep,Soft Tissue,Unknown,Unknown,2022-01-05,2022-01-30,2021
61643,Shi Smith,Unknown Illness,Infectious,Unknown,Unknown,2022-01-05,2022-01-30,2021
94351,E.J. Speed,Hip,Unknown,Unknown,Unknown,2022-01-05,2022-01-30,2021
46232,Chuma Edoga,Ankle,Unknown,Unknown,Unknown,2022-01-05,2022-01-30,2021
77847,Tre'von Moehrig,Shoulder,Unknown,Unknown,Unknown,2022-01-06,2022-01-30,2021
49381,John Reid,Brain,Nervous System,Unknown,Unknown,2022-01-06,2022-01-30,2021
47509,Hunter Renfrow,Hip,Unknown,Unknown,Unknown,2022-01-11,2022-01-30,2021
9481,Denzel Perryman,Wrist,Unknown,Unknown,Unknown,2022-01-11,2022-01-30,2021
57121,Najee Harris,Elbow,Unknown,Unknown,Unknown,2022-01-12,2022-01-30,2021
83377,Israel Mukuamu,Hamstring,Soft Tissue,Unknown,Unknown,2022-01-12,2022-01-30,2021
11820,Larry Ogunjobi,Foot,Unknown,Game,Unknown,2022-01-17,2022-01-30,2021
56058,Ambry Thomas,Knee,Unknown,Unknown,Unknown,2022-01-19,2022-01-30,2021
51172,Taylor Rapp,Brain,Nervous System,Practice,Unknown,2022-01-14,2022-02-21,2021
7800,Justin Pugh,Calf,Soft Tissue,Practice,Unknown,2022-01-14,2022-02-21,2021
8968,Josh Wells,Quadricep,Soft Tissue,Unknown,Unknown,2022-01-19,2022-02-21,2021
9459,Breshad Perriman,Abdomen,Unknown,Unknown,Unknown,2022-01-19,2022-02-21,2021
7850,Tyrann Mathieu,Brain,Nervous System,Unknown,Unknown,2022-01-21,2022-02-21,2021
56462,Cam Sample,Groin,Soft Tissue,Unknown,Unknown,2022-01-21,2022-02-21,2021
43034,Charvarius Ward,Neck,Unknown,Unknown,Unknown,2022-01-21,2022-02-21,2021
9590,C.J. Uzomah,Knee,Unknown,Game,Unknown,2022-02-02,2022-02-21,2021
86519,Drake London,Ankle,Skeletal,Unknown,Fracture,2021-11-01,2022-03-21,2021
78021,Justyn Ross,Foot,Skeletal,Unknown,Fracture,2021-11-16,2022-03-21,2021
11760,Corey Davis,Core,Soft Tissue,Game,Unknown,2021-12-07,2022-03-21,2021
7064,Casey Hayward Jr.,Ankle,Unknown,Unknown,Unknown,2022-01-07,2022-03-21,2021
49935,Sebastian Joseph-Day,Knee,Soft Tissue,Practice,Sprain,2022-01-21,2022-03-21,2021
49862,Christian Rozeboom,Elbow,Unknown,Game,Unknown,2022-02-02,2022-03-21,2021
10744,Tyler Higbee,Knee,Unknown,Game,Unknown,2022-02-02,2022-03-21,2021
7808,DeAndre Hopkins,Knee - MCL,Soft Tissue,Game,Tear,2021-12-15,2022-04-21,2021
8697,Jimmy Garoppolo,Thumb,Unknown,Unknown,Unknown,2021-12-30,2022-04-21,2021
50473,Grant Haley,Quadricep,Soft Tissue,Game,Unknown,2022-02-02,2022-04-21,2021
83375,Jaycee Horn,Foot,Skeletal,Game,Fracture,2021-09-27,2022-05-21,2021
9521,Danielle Hunter,Pectoral,Soft Tissue,Unknown,Tear,2021-11-02,2022-05-21,2021
11771,Marlon Humphrey,Pectoral,Soft Tissue,Unknown,Tear,2021-12-08,2022-05-21,2021
66930,Jonathan Owens,Wrist,Skeletal,Game,Fracture,2022-01-03,2022-05-21,2021
34934,Alec Ingold,Knee - ACL,Soft Tissue,Game,Tear,2021-11-18,2022-07-21,2021
61803,Caleb Farley,Knee - ACL,Soft Tissue,Game,Tear,2021-10-19,2022-08-15,2021
11809,Raekwon McMillan,Knee - ACL,Soft Tissue,Training Camp,Tear,2021-08-07,2022-08-21,2021
50967,Ben Burr-Kirven,Knee - ACL,Soft Tissue,Unknown,Tear,2021-08-23,2022-08-21,2021
11871,Carl Lawson,Achillies,Soft Tissue,Unknown,Rupture,2021-08-23,2022-08-21,2021
45865,Justice Hill,Achillies,Soft Tissue,Game,Tear,2021-09-15,2022-08-21,2021
5538,Brandon Graham,Achillies,Soft Tissue,Game,Tear,2021-09-21,2022-08-21,2021
10713,Isaac Seumalo,Foot,Skeletal,Game,Fracture,2021-09-28,2022-08-21,2021
9488,Maxx Williams,Knee,Unknown,Unknown,Unknown,2021-10-13,2022-08-21,2021
12206,Johnny Mundt,Knee - ACL,Soft Tissue,Game,Tear,2021-10-19,2022-08-21,2021
94384,Jody Fortson,Achillies,Soft Tissue,Game,Tear,2021-10-21,2022-08-21,2021
57306,Kylin Hill,Knee - ACL,Soft Tissue,Game,Tear,2021-11-01,2022-08-21,2021
12193,Robert Tonyan,Knee - ACL,Soft Tissue,Game,Tear,2021-11-01,2022-08-21,2021
7822,Robert Woods,Knee - ACL,Soft Tissue,Practice,Tear,2021-11-13,2022-08-21,2021
9304,Tyler Larsen,Achillies,Unknown,Unknown,Unknown,2021-12-15,2022-08-21,2021
10346,Erik Harris,Pectoral,Soft Tissue,Game,Tear,2021-12-15,2022-08-21,2021
50291,Marcus Davenport,Ankle,Unknown,Unknown,Unknown,2022-01-05,2022-08-21,2021
10639,Jalen Ramsey,Shoulder,Soft Tissue,Practice,Sprain,2022-02-04,2022-08-21,2021
45854,LeVante Bellamy,Ankle,Unknown,Unknown,Unknown,2021-08-18,2022-09-01,2021
40264,Kato Nelson,Foot,Unknown,Unknown,Unknown,2021-09-19,2022-09-01,2021
45181,Tucker McCann,Unknown,Unknown,Unknown,Unknown,2021-08-24,2022-09-01,2021
8728,Brandon Linder,Covid,Infectious,Non Football Related,Infection,2021-12-27,2022-09-01,2021
8728,Brandon Linder,Quadricep,Soft Tissue,Unknown,Unknown,2021-12-24,2022-09-01,2021
39931,Quartney Davis,Shoulder,Unknown,Unknown,Unknown,2021-08-18,2022-09-01,2021
49805,Natrez Patrick,Unknown Leg,Unknown,OTA or Mini Camp,Unknown,2021-06-21,2022-09-01,2021
46284,Cody Conway,Knee,Unknown,Training Camp,Unknown,2021-08-05,2022-09-01,2021
40285,Kyle Murphy,Covid,Infectious,Non Football Related,Infection,2021-11-20,2022-09-01,2021
122850,Ethan West,Unknown Lower Body,Unknown,Unknown,Unknown,2021-08-17,2022-09-01,2021
56287,Devon Hunter,Knee,Unknown,Unknown,Unknown,2021-10-19,2022-09-01,2021
8799,A.J. McCarron,Knee - ACL,Soft Tissue,Game,Tear,2021-08-24,2022-09-01,2021
8841,Matt Paradis,Knee,Unknown,Unknown,Unknown,2021-11-03,2022-09-01,2021
11801,Quincy Wilson,Ankle,Unknown,Unknown,Unknown,2021-08-24,2022-09-01,2021
28310,Robert Windsor,Unknown,Unknown,Practice,Unknown,2021-07-25,2022-09-01,2021
42714,Ryan Bowman,Shoulder,Unknown,Unknown,Unknown,2021-10-30,2022-09-01,2021
60438,Myles Brennan,Unknown Shoulder and Arm,Skeletal,Unknown,Fracture,2021-08-17,2022-09-01,2021
98678,Jordon Brookshire,Foot,Unknown,Unknown,Unknown,2021-09-20,2022-09-01,2021
51714,Matt Bockhorst,Knee - ACL,Soft Tissue,Unknown,Tear,2021-10-24,2022-09-01,2021
82095,Baylor Romney,Unknown Head and Neck,Unknown,Unknown,Unknown,2021-10-11,2022-09-01,2021
50221,Sharif Finch,Brain,Nervous System,Unknown,Unknown,2021-10-06,2022-09-01,2021
49706,Shaun Dion Hamilton,Unknown Lower Body,Unknown,Unknown,Unknown,2021-08-17,2022-09-01,2021
12097,B.J. Bello,Ankle,Unknown,Unknown,Unknown,2021-08-15,2022-09-01,2021
42163,Bruno LaBelle,Unknown,Unknown,Training Camp,Unknown,2021-08-09,2022-09-01,2021
42425,Adrian Killins Jr.,Ankle,Unknown,Unknown,Unknown,2021-08-24,2022-09-01,2021
47348,Ryan Becker,Unknown,Unknown,Unknown,Unknown,2021-08-20,2022-09-01,2021
43263,James Wiggins,Knee,Unknown,Unknown,Unknown,2021-11-04,2022-09-01,2021
9592,J.J. Nelson,Groin,Soft Tissue,Training Camp,Unknown,2021-08-06,2022-09-01,2021
115663,Brandon Kemp,Shoulder,Unknown,Training Camp,Unknown,2021-07-31,2022-09-01,2021
56340,Justin Foster,Back,Unknown,Unknown,Unknown,2021-10-25,2022-09-01,2021
56475,Emmanuel Belmar,Brain,Nervous System,Unknown,Concussion,2021-09-20,2022-09-01,2021
8668,Xavier Su'a-Filo,Knee,Unknown,Unknown,Unknown,2021-09-22,2022-09-01,2021
3794,Nick Folk,Knee,Unknown,Unknown,Unknown,2021-09-29,2022-09-07,2021
55389,Kalia Davis,Knee - ACL,Soft Tissue,Unknown,Tear,2021-10-12,2023-08-01,2021
10674,Sterling Shepard,Achillies,Soft Tissue,Game,Tear,2021-12-17,2022-09-14,2021
11250,Romeo Okwara,Achillies,Soft Tissue,Game,Tear,2021-10-05,2022-12-03,2021
10247,Brett Jones,Bicep,Soft Tissue,Unknown,Unknown,2021-08-23,2022-09-01,2021
11945,Sam Tevi,Knee - ACL,Soft Tissue,Game,Tear,2021-08-30,2022-09-01,2021
48553,Kylie Fitts,Brain,Nervous System,Unknown,Unknown,2021-10-20,2022-09-01,2021
9472,Eddie Goldman,Finger,Unknown,Unknown,Unknown,2021-12-23,2022-09-01,2021
5548,Bryan Bulaga,Back,Unknown,Unknown,Unknown,2021-09-16,2022-09-01,2021
46229,Cameron Clark,Spine,Unknown,Unknown,Unknown,2021-08-17,2022-09-01,2021
40980,Mykel Jones,Knee - ACL,Soft Tissue,Unknown,Tear,2021-08-31,2022-09-01,2021
45767,Sewo Olonilua,Neck,Unknown,Unknown,Unknown,2021-08-17,2022-09-01,2021
31849,Jaeden Graham,Knee,Unknown,Training Camp,Unknown,2021-08-05,2022-09-01,2021
10109,Curtis Riley,Achillies,Soft Tissue,Unknown,Unknown,2021-07-23,2022-09-01,2021
12145,Jason Croom,Knee,Soft Tissue,Unknown,Unknown,2021-08-21,2022-09-01,2021
101663,David Ellis,Ankle,Unknown,Unknown,Unknown,2021-10-11,2022-09-01,2021
77790,Tye Evans,Unknown Leg,Unknown,Unknown,Unknown,2021-09-19,2022-09-01,2021
109533,Rysen John,Ankle,Unknown,Unknown,Unknown,2021-08-24,2022-09-01,2021
147146,Tito Byce,Unknown Upper Body,Unknown,Unknown,Unknown,2021-09-23,2022-09-01,2021
82165,Jack Cravaack,Knee,Unknown,Unknown,Unknown,2021-09-20,2022-09-01,2021
11888,Ryan Switzer,Foot,Unknown,Unknown,Unknown,2021-08-16,2022-09-01,2021
76676,Mitchell West,Unknown Leg,Unknown,Unknown,Unknown,2021-09-19,2022-09-01,2021
77891,Braden Galloway,Brain,Nervous System,Unknown,Concussion,2021-10-09,2022-09-01,2021
77891,Braden Galloway,Shoulder,Unknown,Unknown,Unknown,2021-10-24,2022-09-01,2021
131614,Jackson He,Elbow,Unknown,Unknown,Unknown,2021-09-19,2022-09-01,2021
10655,Will Fuller V,Chest,Unknown,Unknown,Unknown,2021-09-29,2022-09-01,2021
47782,Dylan Cantrell,Unknown,Unknown,OTA or Mini Camp,Unknown,2021-06-04,2022-09-01,2021
11992,Brad Seaton,Unknown,Unknown,Unknown,Unknown,2021-09-01,2022-09-01,2021
39094,Randy Ramsey,Ankle,Unknown,Training Camp,Unknown,2021-08-13,2022-09-01,2021
47946,Terry Godwin II,Unknown,Unknown,OTA or Mini Camp,Unknown,2021-06-03,2022-09-01,2021
81960,Adam Anderson,Finger,Unknown,Unknown,Unknown,2021-11-04,2022-09-01,2021
13094,Reggie Robinson II,Toe,Unknown,Unknown,Unknown,2021-08-17,2022-09-01,2021
49757,Otaro Alaka,Unknown,Unknown,Unknown,Unknown,2021-09-01,2022-09-01,2021
48806,DeMarcus Christmas,Unknown,Unknown,Training Camp,Unknown,2021-07-06,2022-09-01,2021
49431,Donnie Lewis Jr.,Hamstring,Unknown,Unknown,Unknown,2021-08-24,2022-09-01,2021
45752,Jalen Hurd,Knee,Unknown,Unknown,Unknown,2021-09-09,2022-09-01,2021
36669,Chauncey Rivers,Knee - ACL,Soft Tissue,Practice,Tear,2021-10-06,2022-09-01,2021
36669,Chauncey Rivers,Covid,Infectious,Non Football Related,Infection,2021-12-24,2022-09-01,2021
47198,Andrew Vollert,Ankle,Unknown,Unknown,Unknown,2021-09-01,2022-09-01,2021
28495,Nick Nelson,Unknown,Unknown,Unknown,Unknown,2021-08-18,2022-09-01,2021
47333,Troy Fumagalli,Unknown,Unknown,Unknown,Unknown,2021-08-18,2022-09-01,2021
10975,Justin Zimmer,Foot,Unknown,Unknown,Unknown,2021-10-27,2022-09-01,2021
48824,Mike Panasiuk,Unknown,Unknown,Unknown,Unknown,2021-08-18,2022-09-01,2021
27442,DeMarkus Acy,Knee,Unknown,Training Camp,Unknown,2021-08-05,2022-09-01,2021
28079,Justin Hilliard,Ankle,Unknown,Unknown,Unknown,2021-10-14,2022-09-01,2021
27819,Khalil Dorsey,Unknown,Unknown,Unknown,Unknown,2021-08-16,2022-09-01,2021
44825,Dom Maggio,Unknown,Unknown,Unknown,Unknown,2021-09-01,2022-09-01,2021
44198,T.J. Brunson,Knee - ACL,Soft Tissue,Unknown,Tear,2021-08-16,2022-09-01,2021
43996,Jordan Iosefa,Knee,Unknown,Unknown,Unknown,2021-08-25,2022-09-01,2021
46513,Malcolm Perry,Foot,Unknown,Practice,Unknown,2021-09-10,2022-09-01,2021
